recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps,preparacion_detallada,ingredientes_con_cantidades
Anticuchos Mixtos,Anticuchos y Parrillas,Costa,"Selección de brochetas de corazón, pollo y carne marinadas y asadas a la parrilla.","[""corazón de res"", ""pechuga de pollo"", ""carne de res"", ""ají panca"", ""vinagre"", ""ajo"", ""comino"", ""sal"", ""pimienta""]","[""Marinar cada tipo de carne por separado con ají panca, vinagre, ajo, comino, sal y pimienta."", ""Ensartar cada tipo de carne en brochetas distintas."", ""Asar todas las brochetas a la parrilla hasta que estén bien cocidas."", ""Servir juntas en una fuente con papa y choclo.""]",9,4,"[""Marinar cada tipo de carne por separado con ají panca, vinagre, ajo, comino, sal y pimienta. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Ensartar cada tipo de carne en brochetas distintas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar todas las brochetas a la parrilla hasta que estén bien cocidas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir juntas en una fuente con papa y choclo. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""corazón de res: 500 g (anticuchos)"", ""pechuga de pollo: 1 unidad (250 g)"", ""carne de res: 500 g"", ""ají panca: 2 cdas (pasta)"", ""vinagre: 1 cda"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Parrillada Criolla,Anticuchos y Parrillas,Costa,Selección variada de carnes a la parrilla acompañadas de guarniciones criollas.,"[""res"", ""pollo"", ""chorizo"", ""ají panca"", ""ajo"", ""comino"", ""sal"", ""pimienta"", ""papas doradas"", ""ensalada criolla""]","[""Marinar las carnes con ají panca, ajo, comino, sal y pimienta."", ""Precalentar la parrilla a fuego medio-alto."", ""Asar las diferentes carnes hasta que estén bien cocidas, cuidando los tiempos de cada tipo."", ""Servir en una fuente grande con papas doradas y ensalada criolla.""]",10,4,"[""Marinar las carnes con ají panca, ajo, comino, sal y pimienta. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Precalentar la parrilla a fuego medio-alto. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar las diferentes carnes hasta que estén bien cocidas, cuidando los tiempos de cada tipo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir en una fuente grande con papas doradas y ensalada criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""res: 500 g"", ""pollo: 1 kg (en presas)"", ""chorizo: 2 unidades"", ""ají panca: 2 cdas (pasta)"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas doradas: 2 tazas (fritas, para servir)"", ""ensalada criolla: 1 taza (preparada aparte)""]"
Choncholí a la Parrilla,Anticuchos y Parrillas,Costa,"Tripas de res marinadas y asadas a la parrilla hasta quedar crocantes, infaltable en las anticucherías.","[""choncholí"", ""ají panca"", ""vinagre"", ""comino"", ""ajo"", ""sal"", ""pimienta"", ""papas"", ""choclo""]","[""Limpiar bien el choncholí y marinarlo con ají panca, vinagre, comino, ajo, sal y pimienta."", ""Dejar reposar la marinada por varias horas."", ""Asar a la parrilla hasta que quede bien dorado y crocante por fuera."", ""Servir con papa y choclo sancochados.""]",9,4,"[""Limpiar bien el choncholí y marinarlo con ají panca, vinagre, comino, ajo, sal y pimienta. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Dejar reposar la marinada por varias horas. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Asar a la parrilla hasta que quede bien dorado y crocante por fuera. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir con papa y choclo sancochados. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""choncholí: 300 g"", ""ají panca: 2 cdas (pasta)"", ""vinagre: 1 cda"", ""comino: 1/2 cdta"", ""ajo: 2 dientes"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas: 500 g"", ""choclo: 1 unidad (mazorca)""]"
Costillar a la Parrilla,Anticuchos y Parrillas,Costa,Costillar de cerdo o res marinado y asado lentamente a la parrilla hasta quedar tierno y dorado.,"[""costillar de cerdo o res"", ""ají panca"", ""ajo"", ""comino"", ""salsa de soya"", ""miel"", ""sal"", ""pimienta""]","[""Marinar el costillar con ají panca, ajo, comino, sal y pimienta durante varias horas."", ""Precalentar la parrilla a fuego medio."", ""Asar el costillar lentamente, girando con frecuencia, hasta que esté tierno."", ""Glasear con una mezcla de salsa de soya y miel en los últimos minutos y servir caliente.""]",8,4,"[""Marinar el costillar con ají panca, ajo, comino, sal y pimienta durante varias horas. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Precalentar la parrilla a fuego medio. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar el costillar lentamente, girando con frecuencia, hasta que esté tierno. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Glasear con una mezcla de salsa de soya y miel en los últimos minutos y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""costillar de cerdo o res: 1 kg"", ""ají panca: 2 cdas (pasta)"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""salsa de soya: 2 cdas"", ""miel: 2 cdas"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Salchicha Huachana,Anticuchos y Parrillas,Costa,"Salchicha de cerdo sazonada tradicional de Huacho, asada a la parrilla y servida con salsa criolla.","[""salchicha huachana"", ""aceite"", ""salsa criolla"", ""papas""]","[""Pinchar ligeramente las salchichas para evitar que se revienten al cocinar."", ""Asar a la parrilla a fuego medio hasta que doren por todos lados."", ""Cortar en trozos si se desea servir como piqueo."", ""Servir con salsa criolla y papas sancochadas.""]",4,4,"[""Pinchar ligeramente las salchichas para evitar que se revienten al cocinar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar a la parrilla a fuego medio hasta que doren por todos lados. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cortar en trozos si se desea servir como piqueo. Cortar en trozos uniformes (aproximadamente 1 cm) para asegurar una cocción pareja."", ""Servir con salsa criolla y papas sancochadas. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""salchicha huachana: 2 unidades"", ""aceite: 3 cdas"", ""salsa criolla: 1 taza (preparada aparte)"", ""papas: 500 g""]"
Chorizo Parrillero Criollo,Anticuchos y Parrillas,Costa,"Chorizos asados a la parrilla, jugosos por dentro y dorados por fuera, ideales para compartir.","[""chorizo parrillero"", ""aceite"", ""pan francés"", ""salsa criolla""]","[""Precalentar la parrilla a fuego medio."", ""Colocar los chorizos y asar, girando con frecuencia, hasta que estén bien cocidos y dorados."", ""Retirar y dejar reposar un par de minutos."", ""Servir en pan francés con salsa criolla.""]",4,4,"[""Precalentar la parrilla a fuego medio. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Colocar los chorizos y asar, girando con frecuencia, hasta que estén bien cocidos y dorados. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Retirar y dejar reposar un par de minutos. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Servir en pan francés con salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""chorizo parrillero: 2 unidades"", ""aceite: 3 cdas"", ""pan francés: 2 unidades"", ""salsa criolla: 1 taza (preparada aparte)""]"
Mollejitas a la Parrilla,Anticuchos y Parrillas,Costa,"Mollejas de pollo marinadas y asadas hasta quedar doradas y crocantes, piqueo popular en las anticucherías.","[""mollejas de pollo"", ""ají panca"", ""ajo"", ""comino"", ""vinagre"", ""sal"", ""pimienta"", ""papas"", ""salsa criolla""]","[""Marinar las mollejas con ají panca, ajo, comino, vinagre, sal y pimienta."", ""Ensartar en brochetas si se desea."", ""Asar a la parrilla hasta que doren y queden crocantes por fuera."", ""Servir con papas sancochadas y salsa criolla.""]",9,4,"[""Marinar las mollejas con ají panca, ajo, comino, vinagre, sal y pimienta. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Ensartar en brochetas si se desea. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar a la parrilla hasta que doren y queden crocantes por fuera. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir con papas sancochadas y salsa criolla. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""mollejas de pollo: 300 g"", ""ají panca: 2 cdas (pasta)"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""vinagre: 1 cda"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas: 500 g"", ""salsa criolla: 1 taza (preparada aparte)""]"
Bife Angosto a la Parrilla,Anticuchos y Parrillas,Costa,Corte de carne de res sazonado simple y asado a la parrilla hasta el punto deseado.,"[""bifes angostos de res"", ""sal"", ""pimienta"", ""ajo"", ""papas doradas"", ""ensalada""]","[""Sazonar los bifes con sal, pimienta y ajo molido."", ""Precalentar la parrilla a fuego alto."", ""Asar los bifes por ambos lados hasta alcanzar el punto de cocción deseado."", ""Dejar reposar unos minutos y servir con papas doradas y ensalada.""]",6,4,"[""Sazonar los bifes con sal, pimienta y ajo molido. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Precalentar la parrilla a fuego alto. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar los bifes por ambos lados hasta alcanzar el punto de cocción deseado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Dejar reposar unos minutos y servir con papas doradas y ensalada. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor.""]","[""bifes angostos de res: 4 unidades (600 g)"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""ajo: 2 dientes"", ""papas doradas: 2 tazas (fritas, para servir)"", ""ensalada: 2 tazas (hojas mixtas)""]"
Suspiro a la Limeña,Postres y Dulces,Costa,"Postre cremoso de manjar blanco cubierto con un merengue de oporto, un clásico de la repostería limeña.","[""leche condensada"", ""leche evaporada"", ""yemas de huevo"", ""claras de huevo"", ""azúcar"", ""oporto"", ""canela en polvo""]","[""Cocinar la leche condensada y evaporada a fuego lento hasta que espese, formando el manjar blanco."", ""Agregar las yemas al manjar tibio, removiendo constantemente para que no se cuajen, y cocinar unos minutos más."", ""Batir las claras con el azúcar y un chorrito de oporto hasta formar un merengue firme."", ""Servir el manjar en copas y cubrir con el merengue, espolvoreando canela por encima.""]",7,4,"[""Cocinar la leche condensada y evaporada a fuego lento hasta que espese, formando el manjar blanco. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar las yemas al manjar tibio, removiendo constantemente para que no se cuajen, y cocinar unos minutos más. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Batir las claras con el azúcar y un chorrito de oporto hasta formar un merengue firme. Batir hasta obtener punto de cinta o picos suaves, según la preparación."", ""Servir el manjar en copas y cubrir con el merengue, espolvoreando canela por encima. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""leche condensada: 1 lata (395 g)"", ""leche evaporada: 1 lata (410 ml)"", ""yemas de huevo: 2 unidades"", ""claras de huevo: 2 unidades"", ""azúcar: 1/2 taza (100 g)"", ""oporto: 1/4 taza (60 ml)"", ""canela en polvo: 1/2 cdta""]"
Mazamorra Morada,Postres y Dulces,Costa,Postre tradicional a base de maíz morado cocido con frutas y espesado con harina de camote o chuño.,"[""maíz morado"", ""piña"", ""cáscara"", ""trozos"", ""membrillo"", ""manzana"", ""canela"", ""clavo de olor"", ""azúcar"", ""harina de camote o chuño""]","[""Hervir el maíz morado junto con la cáscara de piña, canela y clavo de olor hasta obtener un líquido morado intenso."", ""Colar el líquido y volver a hervir con los trozos de fruta."", ""Agregar azúcar al gusto y disolver la harina de camote en un poco de agua fría, incorporándola para espesar."", ""Cocinar removiendo hasta lograr una consistencia espesa y dejar enfriar antes de servir.""]",10,4,"[""Hervir el maíz morado junto con la cáscara de piña, canela y clavo de olor hasta obtener un líquido morado intenso. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Colar el líquido y volver a hervir con los trozos de fruta. Mantener a fuego medio, con agua apenas cubriendo el ingrediente y una pizca de sal, controlando el punto pinchando con un tenedor."", ""Agregar azúcar al gusto y disolver la harina de camote en un poco de agua fría, incorporándola para espesar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Cocinar removiendo hasta lograr una consistencia espesa y dejar enfriar antes de servir. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""maíz morado: 1/2 kg (mazorcas o botella de extracto)"", ""piña: cantidad al gusto, segun preferencia"", ""cáscara: 1 cdta rallada"", ""trozos: cantidad al gusto, segun preferencia"", ""membrillo: 2 unidades"", ""manzana: 1 unidad"", ""canela: 1 rama"", ""clavo de olor: 3 unidades"", ""azúcar: 1/2 taza (100 g)"", ""harina de camote o chuño: 1 taza (125 g)""]"
